mixture_ID,source_1_SNR,noise_SNR
5189-37999-0012_666-11244-0000_8825-292253-0007,2.5914070404961986,-2.5914083426626227
6235-36641-0113_6160-44912-0004_3157-168062-0002,0.11660005010456638,-0.1166011325245181
4586-61776-0025_1296-138074-0048_4427-12471-0014,4.117437098178137,-4.117438789071757
217-122443-0069_3289-171107-0008_1422-149735-0020,3.277641661876338,-3.2776423858499966
3816-19585-0027_8725-294551-0018_1348-135832-0010,7.431121603900409,-7.431122669740949
7095-88484-0019_8097-108005-0054_6378-61780-0006,2.632426783352039,-2.632428949265036
3294-167597-0025_7967-104986-0040_3171-7574-0006,-1.6792833327932644,1.6792819753257144
8195-117382-0051_6574-70756-0018_4064-77779-0028,-2.254560393128343,2.254559104010936
1552-140651-0033_6082-56174-0050_4490-16003-0014,8.273667867530241,-8.273669237687493
3490-177638-0016_6215-62347-0026_3513-7741-0007,8.634138569965796,-8.634140860146772
5054-18527-0039_4973-44575-0030_3001-160952-0052,-3.7246194312535135,3.724618105236087
7484-39971-0066_3738-164927-0028_8194-89388-0022,2.3674101152082243,-2.367411543908901
606-121661-0043_242-122627-0029_1482-140067-0033,-3.5443370262100653,3.5443361236361692
2010-147045-0023_8266-279363-0003_7837-109174-0046,3.1868105339393105,-3.186811509123485
246-122825-0012_2920-156224-0006_1448-135894-0060,11.93543824584183,-11.935439489107367
770-131704-0031_593-126928-0039_4222-187005-0010,4.286668424022783,-4.286669128347109
5133-80690-0051_510-130103-0033_3728-105398-0038,7.459518820419583,-7.459520479461004
6828-64738-0043_1165-135216-0009_6006-60489-0024,0.870418964898466,-0.8704201499539505
1801-138032-0003_126-122467-0077_81-121543-0114,4.339736986273456,-4.3397385704952445
2494-156015-0049_6828-64738-0004_4595-45218-0015,5.924478386308991,-5.924479525989552
5115-26950-0032_2696-157636-0008_272-130225-0004,-1.2557315146503003,1.2557309780845176
4381-14897-0015_8742-245707-0002_4856-20410-0014,4.036155662564206,-4.036157450792359
3072-155949-0014_671-131030-0036_2045-158081-0102,7.0709502865352665,-7.0709515163121806
1387-130989-0032_7285-72200-0006_511-131228-0039,1.6471479956712103,-1.6471497884825825
589-146346-0022_2929-86777-0023_90-121085-0012,4.5221332686576705,-4.522134727420263
8887-281471-0023_3446-144019-0018_4243-14929-0018,-0.1924103318279281,0.1924093458946913
3224-168198-0007_5809-51162-0012_17-362-0024,5.802634346420867,-5.8026362997787695
6494-60800-0001_8742-245708-0018_7481-101276-0066,0.3393346881101601,-0.3393356975508563
5984-56840-0022_497-129325-0000_38-121024-0067,5.074185517835192,-5.074186109615258
28-12332-0095_1222-141174-0024_5802-76043-0036,11.126918198924166,-11.126920235508258
6099-67860-0014_4860-13185-0045_954-130627-0016,10.105075331329951,-10.105077781107966
1322-137588-0033_1445-139387-0007_7316-10642-0051,2.768647853797081,-2.7686496464472903
5126-36956-0010_188-141613-0010_79-121541-0036,-0.3861002459598589,0.3860985396813642
3003-14274-0078_899-126232-0041_112-123216-0000,3.317811862906885,-3.317812864353513
8705-290363-0068_1556-143307-0068_764-132280-0028,2.8977667842241117,-2.89776864622194
6937-112761-0035_6895-92806-0037_1961-149739-0019,1.2835013093095897,-1.2835023618830625
3490-177638-0014_3185-163505-0066_4854-24732-0029,3.5101185986931185,-3.5101200477591514
986-129388-0019_1806-2536-0018_7518-86741-0063,-2.676270271092368,2.6762689060009133
6037-59239-0003_1801-138032-0005_5333-5083-0001,-0.6683752875036302,0.6683744328869692
671-131040-0028_3224-167024-0023_5975-54006-0022,1.8237281336767746,-1.823729180900369
2285-163380-0039_3717-178149-0012_3368-170951-0028,-0.24267944930456534,0.24267736001449144
7294-92934-0015_79-121541-0097_6286-69422-0012,2.3375910404531597,-2.337591521465616
5604-26987-0009_8718-295446-0001_4110-11535-0018,2.978369559389171,-2.978370879684114
1668-136280-0046_79-121541-0088_487-129440-0047,7.588180080207696,-7.588180768353471
820-123133-0021_639-124526-0044_707-161166-0030,5.426607242805447,-5.426608278140035
225-131276-0007_2238-121415-0043_7555-105394-0016,7.759024241553389,-7.759025709539501
